66,Brook,Orkwis,52,4719948.0,false,2017-10-23
67,Ute,Rulon,37,3854075.8,false,1976-10-03
68,Tomiko,Veazey,26,4285813.0,false,2011-05-16
69,Lolita,Andreassen,59,8736566.0,false,1974-04-14
70,Janie,Spika,45,792762.6,false,1971-06-14
71,Aliza,Vien,21,6846157.0,false,1990-12-09
72,Margot,Degrande,36,1504589.6,false,2008-02-18
73,Dominique,Ortmeier,24,2958218.8,false,1994-07-12
74,Lisette,Gonsiewski,31,6951782.5,false,1986-08-15
75,Isidra,Cyphers,28,381545.3,false,1972-12-03
76,Barbar,Floris,43,4278341.5,false,1999-01-09
77,Gabriel,Kimple,42,4816042.5,false,2010-11-09
78,Claudine,Stana,24,6466674.0,false,1976-11-17
79,Linnie,Fragman,39,6704354.5,false,1993-10-20
80,Taneka,Lucchese,58,9261393.0,false,1998-04-07
81,Nedra,Cichon,27,7302457.0,false,1978-01-29
82,Myrtle,Dipanfilo,28,3919278.0,false,2019-10-25
83,Katina,Habisch,26,595899.8,false,1986-03-07
84,Haley,Seepersaud,46,2262649.0,false,2019-06-30
85,Estell,Gropp,37,1491820.5,false,2005-03-30
86,Providencia,Machan,34,2023249.5,false,1977-05-03
87,Geralyn,Barck,24,998283.9,false,2000-02-18
88,Doloris,Dresher,37,4446703.0,false,2014-05-13
89,Debbra,Rheingans,26,5869717.5,false,2003-07-31
90,Clotilde,Valladolid,22,3702385.3,false,2003-04-03
91,Rosa,Garness,38,6244231.0,false,2004-12-01
92,Graciela,Mildenstein,35,9025811.0,false,1977-10-18
93,Minh,Solas,31,6749601.5,false,2013-09-22
94,Carrol,Benkosky,40,5355623.5,false,1996-07-20
95,Hilde,Hague,36,4493393.5,false,2018-11-03
96,Shelley,Bouck,26,1852503.5,false,1970-11-05
97,Arlette,Cabello,58,5184147.5,false,1979-02-26
98,Rina,Hillegass,35,5056972.0,false,1972-06-06
99,Charlotte,Berretti,52,3782663.5,true,1987-11-20
100,Katrice,Winge,59,3353214.5,false,1998-12-05
101,Sierra,Mcconville,54,571850.5,false,2004-09-09
102,Lu,Elizondo,25,4068345.5,false,1987-08-17
103,Leora,Albritton,32,8552321.0,false,2004-01-01
104,Rayna,Mable,25,8770449.0,false,1988-11-10
105,Sherika,Barben,57,2629445.0,false,2012-08-21
106,Alida,Real,22,9492113.0,false,2001-09-27
107,Pearline,Heline,40,2149014.0,false,2009-04-22
108,Janene,Killean,59,2147694.0,false,1994-09-29
109,Ayanna,Korynta,57,917832.8,false,2017-09-20
110,Eric,Cyran,26,8143757.5,false,2017-05-13
111,Thao,Mulkhey,39,538195.8,false,1977-09-18
112,Nova,Miro,48,9105539.0,false,1970-02-20
113,Lisa,Molpus,28,2320535.0,false,1980-10-22
114,Ryan,Sancrant,20,4633117.0,false,1981-12-12
115,Evangelina,Orhenkowski,58,443768.2,false,2005-03-18
116,Layla,Spanger,40,7182405.5,false,2016-09-03
117,Kellye,Ermitano,35,4044272.5,false,2006-06-08
118,Camelia,Vetter,26,9226439.0,false,1989-02-24
119,Tamela,Trotto,41,2759236.0,false,1985-09-20
120,Carola,Mosconi,26,2807978.3,false,1973-09-29
121,Tommy,Odgen,57,6758285.5,false,1992-01-17
122,Violeta,Barlage,53,2402030.3,false,1981-10-09
123,Simone,Totter,51,9846551.0,false,2012-09-17
124,Minerva,Creehan,38,8609911.0,false,1972-12-09
125,Fawn,Dawber,38,8834844.0,false,2009-12-17
126,Emelia,Betesh,33,7969326.0,false,1973-11-11
127,Coretta,Cabanas,44,3412292.3,false,2007-02-28
128,Angela,Thieman,41,9548701.0,false,1992-06-13
129,Raeann,Setlak,22,9616351.0,false,1985-12-15
130,Tami,Bastidos,21,4941.3,false,2003-09-26
131,Lizzie,Bruschke,53,9952816.0,false,2004-08-29
132,Pat,Galeano,46,1234155.8,false,2021-07-29
133,Antonietta,Engelsman,43,5668895.0,false,2004-09-16
134,Micah,Rhoden,37,5532752.5,false,1995-03-29
135,Ciara,Korey,20,8119141.0,false,1998-08-16
136,Sarah,Santizo,48,8486566.0,false,1974-05-24
137,Mechelle,Keitzer,39,3898878.0,false,1977-12-31
138,Jeannie,Wease,39,5036591.0,false,2016-01-17
139,Dinah,Batcher,57,425620.4,false,2020-10-03
140,Janeen,Tsironis,55,1208255.4,false,1971-12-10
141,Marry,Brandner,23,2494582.3,false,1984-02-11
142,Alisa,Troyano,22,4336296.5,false,2006-06-17
143,Lida,Newsham,32,5741723.5,false,1974-05-09
144,Zandra,Cooler,26,7794673.5,false,2000-03-14
145,Karl,Halling,58,9114982.0,false,1983-07-03
146,Virgie,Tacderan,51,5174604.5,false,1984-02-10
147,Nickole,Kruml,44,5000782.5,false,1972-12-11
148,Pam,Vaca,55,6374183.0,false,1978-06-28
149,Jene,Cherrin,54,7016050.0,false,2006-08-06
150,Tiara,Sevick,23,4339914.5,false,1973-11-23
151,Marilyn,Borr,30,3787632.3,false,1970-11-27
152,Patricia,Clemenza,34,7183961.5,false,1975-06-08
153,Brinda,Ripley,34,7629304.5,false,1994-01-03
154,Kirsten,Doegg,22,8615598.0,false,1996-01-11
155,Juana,Hammill,35,9590511.0,false,1996-06-26
156,Shu,Peraha,28,2099824.3,false,2003-01-21
157,Sondra,Kicker,58,5998175.0,false,1995-10-11
158,Dorotha,Lavan,29,3690503.8,false,2000-07-31
159,Bess,Vandy,35,4542586.0,false,1991-09-06
160,Loris,Pinal,49,6569501.5,false,2010-05-09
161,Aracelis,Bruun,31,5704947.0,false,1998-12-17
162,Sasha,Rentas,30,3327448.0,false,2021-05-16
163,Daniela,Purdin,52,9808641.0,false,2005-12-07
164,Krystyna,Wainkrantz,57,6521337.0,false,1981-08-15
165,Billie,Avary,20,6382544.0,false,1973-05-23
166,Lesa,Willand,48,5447985.0,false,2018-08-08
167,Hermina,Vanlaar,32,1249256.3,false,2008-07-24
168,Bobbye,Prevett,46,2717601.0,false,1996-05-12
169,Marilee,Ogle,20,2002049.6,false,2019-03-04
170,Madlyn,Ellsmore,57,3630781.0,false,1990-04-04
171,Chrystal,Heishman,29,3942208.0,false,1978-06-17
172,Lili,Rucinski,51,4279282.0,false,1984-06-05
173,Britany,Mcneff,59,5396120.0,false,1985-10-18
174,Miguelina,Zboral,54,4396248.5,false,1988-03-07
175,Sherrell,Perot,50,7658316.0,false,2019-05-09
176,Sanjuanita,Lederman,36,1506509.3,false,1994-07-18
177,Rebecca,Robitaille,59,6216759.5,false,1999-06-14
178,Pamella,Ruehl,53,7856668.5,false,2008-01-26
179,Le,Arciga,37,3489046.3,false,2001-09-15
180,Marinda,Gearhart,43,1563049.9,false,2009-05-30
181,Nicky,Modica,25,134223.3,false,2010-08-29
182,Sheridan,Mullenaux,38,1662989.8,false,2020-04-10
183,Terese,Higuchi,42,8199014.0,false,2005-07-17
184,Toshiko,Kulbeth,37,626166.9,false,1978-11-10
185,Meg,Dluhy,48,8120176.0,false,2007-02-22
186,Gaye,Centner,32,9994515.0,false,1982-07-28
187,Johnna,Culton,43,8276855.0,false,1999-09-14
188,Beckie,Bebber,22,6709561.0,false,1993-06-04
189,Lida,Orihuela,23,4390699.5,false,1995-09-30
190,Eric,Koerwitz,47,5134721.5,false,2017-11-08
191,Leanne,Mcfarlen,45,6733004.0,false,1991-06-24
192,Charlette,Lenhardt,23,2736934.3,false,2013-04-21
193,Sharlene,Sasse,40,5556126.0,false,2008-02-28
194,Suzanna,Katos,42,2093483.0,false,1995-05-26
195,Deidra,Dever,25,7151804.0,false,2006-07-08
196,Rosalba,Kanda,25,2763408.0,false,1979-09-28
197,Loan,Ware,21,1784917.4,false,2022-01-29
198,Selene,Marean,26,2925204.8,false,2000-06-10
199,Dorian,Loertscher,42,8646614.0,false,1971-04-09
200,Virgina,Bradish,38,7000600.5,false,2007-09-14
201,Ladonna,Bolon,32,7759621.5,false,1985-02-28
202,Mariann,Schackow,24,269951.0,false,1982-10-26
203,Erminia,Detwiler,56,5427522.0,false,2016-04-15
204,Lucrecia,Poister,36,1857167.6,false,1993-07-22
205,Olene,Abramek,25,4885105.0,false,1979-10-01
206,Janel,Faupel,38,22971.7,false,1972-02-29
207,Jenna,Goslee,46,3665162.3,false,1978-12-09
208,Avery,Grof,20,6656335.0,false,1976-11-02
209,Mariela,Vailes,42,9726189.0,false,1987-05-20
210,Sherilyn,Langbein,36,7031783.0,false,1973-08-08
211,Suzy,Wiltberger,28,6834496.5,false,2010-07-07
212,Fannie,Kallenberg,22,7501171.5,false,1987-10-20
213,Kimber,Wolcott,43,8613057.0,false,2000-02-18
214,Shenita,Peterkin,29,8000313.0,false,1985-01-30
215,Karrie,Tabatabai,47,7143999.0,false,1972-12-15
216,Alena,Lotshaw,34,6120961.0,false,1971-02-27
217,Lashonda,Wayde,41,7445359.5,false,2003-08-05
218,Aurora,Leitman,51,3037083.3,false,2014-08-24
219,Pearle,Lyness,56,6746396.5,false,1976-08-23
220,Odell,Fife,45,662528.7,false,2005-01-09
221,Bunny,Umberger,41,3243548.8,false,2004-10-05
222,Mitsuko,Goldey,27,2891590.5,false,1998-01-05
223,Raquel,Weekley,45,7944989.5,false,1973-04-25
224,Naomi,Personius,23,9082645.0,false,2012-09-29
225,Tomiko,Sandness,22,5275837.0,false,1974-07-23
226,Daryl,Messner,30,1403340.4,false,1999-01-02
227,Roberta,Hoots,38,1946620.5,false,1973-05-08
228,Juli,Facer,43,8017307.5,false,2011-08-19
229,Coralee,Karhoff,51,9772232.0,false,2010-04-17
230,Marylee,Keiser,56,9001106.0,false,1988-12-27
231,Nichol,Bare,34,3810649.3,false,1976-07-23
232,Inell,Balla,51,6285171.0,false,2015-04-10
233,Ines,Jojola,48,2740532.3,false,1978-07-13
234,Signe,Henigan,52,9746226.0,false,1973-10-07
235,Karren,Neathery,55,3402484.0,false,2008-10-20
236,Alysia,Fagg,46,3125282.8,false,1985-08-08
237,Leann,Awtry,46,9578126.0,false,2013-10-22
238,Annis,Barbie,21,6393670.0,false,2003-10-28
239,Chery,Lehigh,35,7366279.5,false,1974-07-27
240,Vera,Harkley,23,3676567.0,false,2001-11-07
241,Wendi,Matza,42,9230493.0,false,2015-12-06
242,Alice,Vassallo,53,5427928.0,false,1978-04-10
243,Brigid,Palma,54,982533.7,false,1973-05-10
244,Claire,Selem,30,9633612.0,false,2009-11-23
245,Lai,Spigutz,54,291544.8,false,1983-10-03
246,Ellie,Lacount,43,6246176.5,false,2002-10-12
247,Rosamond,Bertch,24,1953955.4,false,1977-02-04
248,Abbie,Kilton,35,5113406.0,false,2008-07-16
249,Jaime,Funicello,26,407538.1,false,1996-02-12
250,Cristie,Holford,33,9243600.0,false,1975-07-22
251,Tanisha,Jeska,21,7736521.0,false,1985-02-02
252,Oliva,Henk,57,9378438.0,false,2004-10-03
253,Dionne,Iozzi,51,1375902.9,false,1977-05-22
254,Gilda,Floro,39,9826629.0,false,2002-02-16
255,Marjory,Roider,33,6057466.0,false,1996-08-15
256,Savannah,Schaal,54,4207965.5,false,2013-04-20
257,Jami,Oberloh,42,1671235.3,false,1973-10-29
258,Vonnie,Feiteira,43,9883716.0,false,1994-09-20
259,Muriel,Quizon,23,6533482.0,false,1975-09-30
260,Joni,Simmond,24,6015284.5,false,1992-02-25
261,Carmelita,Tam,56,3120647.8,false,2018-10-08
262,Chery,Lebaugh,42,1381403.3,false,1998-01-13
263,Darla,Gossman,33,5096131.5,false,2017-04-24
264,Antonietta,Behan,38,4045310.0,false,2021-01-26
265,Yuri,Terada,59,8692035.0,false,1999-11-18
266,Judy,Louris,21,4607691.5,false,2014-09-13
267,Delisa,Ault,28,8398046.0,false,1988-12-16
268,Ammie,Tanen,20,9066010.0,false,2009-11-11
269,Adele,Duggin,55,8946621.0,false,2018-07-28
270,Dana,Delanuez,20,2257217.3,false,1974-09-20
271,Paige,Vincelette,45,4397685.5,false,1999-09-04
272,Barbera,Babin,34,3558981.8,false,1985-08-17
273,Oliva,Gonzales,36,3374634.3,false,1999-08-12
274,Shirely,Lynge,52,8773077.0,false,1978-09-11
275,Eleanore,Mastromarino,47,8593649.0,false,2009-09-03
276,Ciera,Gagney,27,8307844.0,false,1978-07-16
277,Sheridan,Charette,24,4087450.0,false,1998-10-04
278,Hermina,Mollicone,37,1456835.5,false,1972-09-26
279,Rosina,Hamers,30,5951427.0,false,2016-07-04
280,Mathilda,Kaz,32,3693382.8,false,2008-07-14
281,Caitlin,Hankin,22,3192054.8,false,1997-06-29
282,Clarine,Tovmasyan,45,9950401.0,false,1971-07-11
283,Shanon,Kopacz,31,856459.3,false,1981-08-31
284,Karey,Sawrey,51,1315488.4,false,2005-07-01
285,Verdell,Waltemath,50,2813532.8,false,1997-05-06
286,Candace,Mcpartlin,38,7717961.5,false,1992-10-20
287,Aja,Burian,43,1965587.8,false,2006-05-06
288,Ella,Tolchin,29,7563533.0,false,1998-03-03
289,Lucile,Branca,59,800061.0,false,1995-10-23
290,Terrie,Langhorne,41,1293690.8,false,1996-04-08
291,Terese,Waska,41,3054233.5,false,1999-03-10
292,Nicolasa,Derbyshire,26,7207323.5,false,2002-07-05
293,Rosalva,Lesniewski,52,9014887.0,false,2008-06-29
294,Sheilah,Gally,43,3133018.8,false,2007-04-20
295,Lesia,Berndt,51,9256006.0,false,1971-08-27
296,Nada,Kirschenman,51,6001582.0,false,1976-01-04
297,Hedy,Talarico,28,6071313.0,false,1983-12-03
298,Lynette,Alexader,47,2864383.0,false,1996-02-11
299,Phoebe,Gabbett,39,6003821.0,false,2012-02-10
300,Florance,Duster,44,2357905.0,false,2019-02-22
301,Stefanie,Curbow,47,8299878.5,false,2019-11-06
302,Melynda,Suda,43,4953572.5,false,1989-03-25
303,Nova,Floan,37,5806666.0,false,1977-11-16
304,Syreeta,Thobbs,44,3587648.3,false,1989-08-02
305,Leda,Steinmiller,51,1875913.3,false,2022-02-11
306,Yasmine,Voracek,32,6603936.5,false,2022-03-07
307,Marlys,Gauthreaux,50,3549360.3,false,1982-08-16
308,Shawana,Persico,20,8721738.0,false,2004-03-15
309,Yoko,Heiser,27,7277895.5,false,2007-01-07
310,Caren,Hebeisen,48,9825411.0,false,1984-07-22
311,Leota,Felling,33,1971816.5,false,2008-05-18
312,Shelley,Menden,46,5173058.5,false,1974-04-12
313,Sadie,Buendia,40,2898297.0,false,2000-12-24
314,Joanne,Baldo,45,2323728.3,false,1986-03-26
315,Temeka,Strohecker,51,2205574.5,false,1991-07-23
316,Jasmine,Tawwab,35,6828480.0,false,2005-10-19
317,Dayle,Loter,53,6549127.5,false,1997-09-06
318,Refugia,Gokey,31,1693348.8,false,1995-10-12
319,Regenia,Revay,43,5629232.0,false,1993-09-30
320,Jeane,Blackwood,24,8703447.0,false,2005-03-18
321,Annamarie,Carothers,42,2079913.0,false,2021-06-11
322,Adelia,Bohlander,32,1052344.6,false,1972-07-05
323,Gaynell,Whybrew,33,2305071.5,false,1995-02-04
324,Marcella,Macphee,20,6882142.5,false,1987-09-16
325,Sharita,Dohrn,26,3791531.3,false,2019-03-15
326,Isa,Okel,26,606247.9,false,1976-03-12
327,Lashawn,Hemingway,48,431051.6,false,2004-03-08
328,Velia,Aeschbacher,49,2684772.3,false,2016-07-18
329,Annalee,Human,38,7416340.0,false,2005-02-12
330,Henry,Theurer,39,5866133.5,false,1973-10-25
331,Emerald,Ohren,57,4367096.5,false,1994-09-14
332,Glenda,Peplau,21,8594308.0,false,1995-02-01
333,Claribel,Stauber,43,8312841.0,false,2002-03-24
334,Thuy,Josich,42,7479228.5,false,1978-09-11
335,Stacie,Saber,27,4201249.0,false,1999-12-27
336,Desirae,Deanne,20,8663269.0,false,1997-10-10
337,Emelia,Petruska,25,7158972.5,false,1984-01-20
338,Garnet,Arn,45,7869048.5,false,2021-12-08
339,Caprice,Casciano,54,9906846.0,false,2008-10-14
340,Elouise,Ruhman,25,5428172.0,false,1981-12-14
341,Yesenia,Seider,29,8103447.5,false,2016-06-12
342,Tarsha,Capers,36,564771.9,false,1976-07-25
343,Danna,Lurry,34,2203128.0,false,1999-06-29
344,Donya,Farkas,57,1194478.5,false,1992-10-07
345,Gwenn,Behrend,49,3276068.0,false,2007-01-26
346,Davida,Frutos,50,6111762.0,false,1973-11-23
347,Morgan,Blosfield,30,5969909.5,false,1973-08-20
348,Teodora,Lepetich,47,3492885.3,false,1984-04-12
349,Theresia,Brighter,22,5085864.0,false,2019-07-25
350,Annie,Ehrisman,25,1009068.8,false,1985-01-12
351,Delana,Juvera,46,2673758.5,false,1995-06-09
352,George,Mccage,31,8260866.5,false,1993-08-24
353,Sheron,Suddith,58,8699724.0,false,2006-06-13
354,Jamey,Huie,30,8507425.0,false,1974-04-15
355,Lara,Battie,39,414974.3,false,2003-03-27
356,Leola,Gagnier,33,2629455.8,false,1981-12-20
357,Thea,Lafarga,43,8465464.0,false,1997-11-28
358,Melina,Fenger,25,6444982.0,false,2014-10-05
359,Almeda,Piotrowski,20,8161618.0,false,1988-12-22
360,Hilde,Braly,54,8938749.0,false,2018-07-12
361,Karma,Vittorio,29,2531056.5,false,2006-06-25
362,Genie,Yocum,57,4957019.0,false,1981-07-20
363,Aida,Mounkes,49,3938163.0,false,2013-05-15
364,Gregory,Amesquita,22,7054441.0,false,2005-01-20
365,Rosaura,Nguyn,43,5565830.5,false,1987-10-23
366,Elly,Stoker,21,1574513.1,false,1981-01-24
367,Christen,Killgore,51,1708769.3,false,2007-11-28
368,Patricia,Spomer,56,383608.7,false,1994-05-07
369,Arvilla,Abarca,55,1026510.4,false,1981-10-08
370,Rosalee,Romani,24,2651777.8,false,1976-09-06
371,Johnie,Cerni,42,1852294.9,false,2016-11-12
372,Dorian,Hledik,30,3503506.3,false,1981-06-12
373,Fiona,Zeeman,34,4939837.5,false,1976-12-04
374,Carli,Fusco,43,6657418.5,false,2017-04-21
375,Serita,Yurkanin,30,1097535.9,false,2002-02-14
376,Neta,Russer,53,2118875.5,false,2000-09-07
377,Tanisha,Sailer,51,1831727.4,false,2007-11-08
378,Brett,Sandelius,51,4182489.0,false,2011-02-01
379,Jeniffer,Marney,27,9802397.0,false,2013-10-22
380,Bobbye,Kovacich,37,5686303.5,false,1987-03-16
381,Angelique,Pickl,46,5064848.0,false,1970-12-24
382,Laticia,Barnhart,34,86539.6,false,1979-12-05
383,Cecile,Stiehm,22,8957587.0,false,1995-10-16
384,Shelba,Gallaher,50,7866643.5,false,1973-01-03
385,Cecile,Ternes,23,6746536.5,false,1994-07-23
386,Ophelia,Lemans,31,7141453.5,false,1979-09-01
387,Nova,Hollinghurst,58,7419870.5,false,1987-11-04
388,Marcelina,Cumens,39,3952689.0,false,1990-10-06
389,Danita,Keithly,34,6695596.0,false,1994-12-10
390,Carmela,Mundhenk,34,1747534.1,false,1989-01-06
391,Solange,Padel,58,310193.2,false,1990-12-07
392,Erica,Bervig,22,6174367.5,false,2014-07-25
393,Debroah,Ersery,26,4461846.5,false,1987-03-03
394,Sheron,Smedes,30,8371031.5,false,2011-05-22
395,Cathi,Hilz,52,7701526.5,false,2017-08-06
396,Ardell,Ehinger,58,1808578.0,false,1992-02-06
397,Shaneka,Hosch,46,5544908.5,false,1983-07-17
398,Katharine,Tomanek,48,2626686.8,false,2007-10-26
399,Bridgette,Casareno,39,6285658.5,false,2017-08-07
400,Sudie,Amert,25,4286934.5,false,2022-01-01
401,Erin,Amspoker,42,4950856.5,false,2013-05-30
402,Nell,Coursey,52,4884040.0,false,2010-01-26
403,Kathaleen,Funck,47,9674039.0,false,2009-09-09
404,Annis,Hancin,32,5792402.5,false,1973-11-18
405,Deirdre,Steeber,27,3683758.3,false,2021-03-21
406,Tomeka,Chopp,58,8615887.0,false,1981-03-25
407,Kyle,Buechler,21,6724598.0,false,2010-02-21
408,Ericka,Tork,53,9933438.0,false,1991-09-19
409,Claribel,Kloefkorn,39,1226788.8,false,1998-01-14
410,Hellen,Kranich,30,2234060.3,false,2006-04-24
411,Danna,Vasilauskas,45,3793216.0,false,1979-05-26
412,Augustine,Babjeck,43,279561.3,false,1989-05-18
413,Ashly,Quereto,51,9906413.0,false,2020-03-22
414,Rosaline,Mcivor,53,249792.3,false,2012-07-01
415,Jolanda,Arlen,27,1144643.9,false,1999-08-05
416,Daphine,Villiard,24,8645833.0,false,1972-10-07
417,Penny,Cardle,59,5751169.5,false,2010-03-16
418,Nancie,Harnack,21,8939623.0,false,2009-07-21
419,Rosalba,Kobak,29,8960298.0,false,1982-10-18
420,Pearl,Bernosky,36,1909816.5,false,2020-09-28
421,Willette,Winterrowd,36,7654942.5,false,2019-05-11
422,Rosaria,Kiko,20,1008139.7,false,1990-05-11
423,Dana,Boursiquot,54,8635067.0,false,1991-02-23
424,Carmelina,Stockbridge,33,8906362.0,false,1984-11-01
425,Gayle,Vandiford,54,4972044.5,false,1992-05-20
426,Lyla,Sobania,34,8850922.0,false,2004-06-30
427,Brigitte,Grazier,59,650458.2,false,2002-08-04
428,Kevin,Ingargiola,41,6816084.5,false,1977-09-06
429,Mechelle,Holtkamp,49,3222274.3,false,2017-07-31
430,Guadalupe,Dalesandro,41,8785317.0,false,1989-01-19
431,Kathlene,Walema,31,6423141.5,false,1970-05-25
432,Coreen,Galashaw,41,2342328.3,false,1977-04-16
433,Shanon,Lavin,31,7929949.5,false,1998-01-27
434,Katrice,Grewe,52,9387444.0,false,2005-08-03
435,Mariel,Dolak,27,4222617.5,false,1971-03-03
436,Jade,Ottrix,26,7816724.0,false,1972-06-08
437,Geraldine,Swirsky,30,9017047.0,false,2010-02-23
438,Dessie,Riordan,43,1494292.8,false,2010-07-13
439,Linnie,Varillas,48,910115.9,false,2009-10-27
440,Alejandrina,Dukich,34,8766679.0,false,1997-07-11
441,Charlene,Chepiga,58,1941646.4,false,2010-04-02
442,Darcie,Mittler,31,5964958.0,false,1986-02-14
443,Oleta,Lachowski,30,5013918.5,false,1993-01-10
444,Gertha,Blacher,53,6249220.0,false,1977-09-13
445,Yasuko,Trostle,34,7523867.0,false,1970-11-10
446,Soledad,Keddy,58,2460907.0,false,1975-05-10
447,Jeannette,Lass,57,9734277.0,false,1980-09-09
448,Myrna,Kimes,39,769582.3,false,1986-11-22
449,Frank,Done,49,5744875.5,false,2021-04-04
450,Joetta,Teichmiller,22,8791063.0,false,1998-01-08
451,Genoveva,Chuta,48,662406.5,false,2008-04-16
452,Nanci,Bartelt,28,7930542.5,false,2015-02-20
453,Tawanda,Berens,55,7598698.5,false,1995-11-06
454,Vinnie,Sullinger,41,8315977.0,false,2011-08-18
455,Janel,Magliocco,27,1014369.6,false,2008-10-01
456,Claudette,Agnello,45,4670917.0,false,2003-09-11
457,Jenell,Steckley,44,212642.1,false,1990-10-29
458,Shaina,Ailor,37,165499.5,false,2008-02-26
459,Winnie,Timothy,52,5264601.0,false,1979-03-23
460,Cara,Hoffa,49,4763870.5,false,1994-05-12
461,Chong,Denner,34,3850277.0,false,2015-01-27
462,Ronnie,Irons,54,5513867.0,false,1974-10-28
463,Martha,Jansing,39,4815877.0,false,2010-06-10
464,Jerry,Wittmann,31,291793.9,false,1981-03-06
465,Carley,Hylands,59,5079928.0,false,1981-12-16
466,Therese,Faigin,30,3931504.5,false,1997-05-26
467,Erline,Gaertner,42,4073530.0,false,1978-08-04
468,Jeannie,Ichinotsubo,56,4317450.0,false,2003-07-31
469,Sandi,Kreutzbender,52,3626006.0,false,1988-10-10
470,Irish,Nemerofsky,43,4777462.5,false,1997-05-24
471,Christel,Shorey,26,971391.8,false,1981-01-31
472,Mika,Zeherquist,52,4394521.5,false,2021-11-24
473,Eneida,Birdwell,31,733514.3,false,2016-02-21
474,Shoshana,Brzostek,55,1100472.4,false,2017-11-07
475,Palma,Eichberger,39,8205588.5,false,2009-03-27
476,Eliza,Ludington,45,2402500.5,false,1991-04-15
477,Christene,Erving,29,4228274.5,false,2016-12-20
478,Tereasa,Whittiker,37,2293555.8,false,1979-07-10
479,Cassidy,Bartha,34,8249516.5,false,2004-05-23
